-402	14	-190	
-402	13	-190	
-402	14	-186	
-401	14	-187	
-401	13	-187	
-401	14	-188	
-401	14	-189	
-401	14	-190	
-401	13	-188	
-401	13	-189	
-401	13	-190	
-404	14	-186	
-404	15	-187	
-404	15	-186	
-405	15	-187	
-403	15	-188	
-404	15	-188	
-403	15	-189	
-403	16	-189	
-403	16	-188	
-403	18	-189	
-403	15	-187	
-403	15	-186	
-402	15	-187	
-402	15	-188	
-401	16	-189	
-402	17	-188	
-401	16	-188	
-402	15	-186	
-401	15	-187	
-400	15	-187	
-402	15	-189	
-402	15	-190	
-403	15	-190	
-403	15	-191	
-403	16	-190	
-404	17	-189	
-405	15	-188	
-405	14	-189	
-405	14	-190	
-404	13	-190	
-402	12	-189	
-403	12	-189	
-402	12	-188	
-403	12	-188	
-403	12	-187	
-403	14	-190	
-403	13	-190	
-403	14	-190	
-404	17	-191	
-404	17	-190	
-406	15	-191	
-405	16	-188	
-405	16	-187	
-406	15	-186	
-405	16	-186	
-405	14	-186	
-405	13	-186	
-405	13	-188	
-405	16	-185	
-403	18	-186	
-403	18	-187	
-404	17	-187	
-403	17	-186	
-402	17	-185	
-400	15	-185	
-401	16	-185	
-400	15	-186	
-400	15	-188	
-400	15	-189	
-400	15	-190	
-400	15	-191	
-401	15	-189	
-402	17	-191	
-402	17	-190	
-403	18	-191	
-402	16	-190	
-405	15	-190	
-405	16	-190	
-405	15	-189	
-397	13	-190	
-397	13	-188	
-400	13	-186	
-398	13	-186	
-398	13	-188	
-398	14	-188	
-404	16	-190	
-404	14	-190	
-403	18	-188	
-403	18	-190	
-401	16	-191	
-401	16	-190	
-357	20	-146	
-357	19	-146	
-357	18	-146	
-357	17	-146	
			-357,20,-147
			-357,19,-147
			-357,18,-147
-357	22	-146	
-357	23	-146	
-357	23	-148	
-357	23	-149	
-357	22	-150	
-357	21	-149	
			-357,22,-147
-357	17	-147	
-357	17	-149	
			-357,21,-150
			-357,22,-150
			-357,23,-150
			-357,20,-151
			-357,21,-153
-357	19	-152	
-357	18	-152	
-357	20	-152	
			-357,18,-154
			-357,19,-154
			-357,20,-154
-357	17	-153	
-357	17	-155	
			-357,22,-156
			-357,23,-156
-357	22	-156	
			-357,17,-158
-357	17	-162	
			-357,19,-161
-357	19	-162	
			-357,19,-159
			-357,19,-160
-357	18	-158	
-357	19	-158	
-357	20	-161	
-357	20	-162	
-357	22	-162	
-357	23	-162	
			-357,21,-161
			-357,17,-164
-357	18	-164	
-357	19	-164	
-357	20	-164	
-357	22	-164	
-357	21	-164	
-357	23	-167	
-357	23	-166	
-357	23	-165	
-357	23	-168	
-357	18	-168	
-357	19	-168	
-357	20	-168	
-357	21	-168	
-357	21	-167	
			-357,17,-168
			-357,17,-170
			-357,19,-170
			-357,20,-170
			-357,21,-170
			-357,23,-170
-357	22	-170	
-357	23	-171	
-357	23	-172	
-357	17	-171	
			-357,17,-174
			-357,17,-175
			-357,18,-176
			-357,19,-175
-357	18	-174	
			-357,19,-173
			-357,21,-173
-357	20	-173	
-357	22	-174	
-357	23	-173	
			-357,21,-175
-357	21	-177	
-357	20	-177	
-357	19	-177	
-357	18	-177	
-357	22	-177	
-357	23	-177	
			-357,17,-179
-357	21	-178	
-357	17	-183	
-357	17	-184	
			-357,17,-183
			-357,17,-184
-357	17	-183	
			-357,18,-184
			-357,19,-184
			-357,20,-184
			-357,21,-184
			-357,21,-185
			-357,21,-186
			-357,20,-188
-357	21	-188	
			-357,19,-188
			-357,18,-188
-357	18	-186	
-357	19	-186	
-357	20	-186	
-357	17	-187	
-357	17	-189	
-357	21	-189	
-357	20	-190	
-357	18	-190	
			-357,21,-192
			-357,21,-191
			-357,20,-191
			-357,20,-190
-357	20	-191	
			-357,19,-190
			-357,18,-190
			-357,18,-191
			-357,17,-191
-357	18	-191	
-357	18	-190	
			-357,17,-192
			-357,17,-193
			-357,18,-190
-357	19	-192	
-357	20	-192	
-357	19	-193	
			-357,20,-194
			-357,18,-194
-357	19	-195	
-357	22	-194	
-357	23	-195	
			-357,21,-197
			-357,22,-197
			-357,23,-197
-357	22	-196	
-357	23	-196	
			-357,20,-197
			-357,19,-197
			-358,19,-197
			-357,18,-197
			-357,17,-197
			-357,17,-198
-358	19	-197	
-357	17	-196	
-357	18	-196	
-357	20	-196	
-357	19	-196	
-357	19	-198	
-357	20	-198	
-357	17	-197	
-357	18	-199	
			-357,17,-201
			-357,17,-202
			-357,17,-203
			-357,17,-204
-357	17	-205	
-357	18	-204	
-357	18	-201	
-357	19	-202	
-357	20	-202	
-357	21	-202	
-357	19	-204	
-357	20	-204	
-357	19	-205	
			-357,18,-207
			-357,20,-207
			-357,21,-208
-357	20	-208	
-357	19	-208	
-357	19	-206	
-357	21	-205	
-357	17	-206	
-357	17	-207	
			-357,22,-207
			-357,23,-207
			-357,18,-210
			-357,19,-210
			-357,21,-210
			-357,22,-210
			-357,23,-210
			-357,20,-211
-357	21	-211	
			-357,20,-214
			-357,19,-214
-357	21	-214	
-357	19	-213	
-357	19	-212	
-357	19	-211	
			-357,17,-214
-357	17	-213	
-357	17	-212	
-357	17	-211	
			-357,18,-216
			-357,19,-216
			-357,20,-216
			-357,21,-216
			-357,21,-217
			-357,21,-218
			-357,21,-219
-357	21	-216	
-357	17	-216	
			-357,19,-217
			-357,19,-218
			-357,19,-219
			-357,19,-220
			-357,20,-220
-357	19	-222	
-357	18	-222	
-357	20	-222	
-357	22	-222	
-357	21	-222	
-357	23	-222	
-357	22	-223	
-357	21	-224	
-357	20	-225	
-357	18	-226	
-357	19	-226	
-357	21	-226	
-357	22	-226	
-357	23	-226	
-357	20	-226	
			-357,17,-223
			-357,17,-224
			-357,17,-225
			-357,18,-229
			-357,19,-229
			-357,20,-229
			-357,21,-229
			-357,22,-229
			-357,21,-228
			-357,21,-230
			-357,21,-231
			-357,22,-230
			-357,23,-230
			-357,23,-231
-357	22	-230	
-357	17	-230	
-357	17	-231	
-357	17	-232	
-357	17	-228	
			-357,18,-233
			-357,19,-233
			-357,20,-233
			-357,21,-233
			-357,22,-233
			-357,23,-233
			-357,17,-234
-357	18	-234	
-357	19	-234	
-357	20	-234	
-357	17	-235	
			-357,18,-236
			-357,17,-238
			-357,17,-239
			-357,17,-240
-357	17	-241	
-357	17	-236	
			-357,19,-238
			-357,19,-237
			-357,19,-239
-357	18	-238	
-357	21	-236	
-357	21	-235	
			-357,21,-238
			-357,21,-239
-357	21	-240	
-357	22	-240	
-357	23	-240	
-357	20	-238	
			-357,18,-243
			-357,19,-243
			-357,18,-244
			-357,19,-242
			-357,20,-242
			-357,21,-242
-357	19	-243	
			-357,21,-243
-357	21	-242	
			-357,21,-244
			-357,21,-246
			-357,20,-246
			-357,19,-246
			-357,18,-246
-357	19	-245	
-357	20	-245	
-357	22	-245	
-357	23	-245	
-357	22	-244	
			-357,16,-245
			-357,16,-244
			-357,16,-243
			-357,16,-242
-357	17	-243	
-357	17	-244	
-357	17	-245	
-357	17	-247	
			-357,17,-249
			-357,17,-248
			-357,17,-251
			-357,17,-252
-357	18	-250	
-357	19	-250	
-357	20	-250	
-357	21	-250	
-357	21	-249	
-357	22	-250	
-357	21	-251	
-357	21	-252	
-357	23	-252	
-357	23	-251	
-357	20	-254	
			-357,20,-255
			-357,17,-255
			-357,17,-256
			-357,17,-257
			-357,17,-258
-357	17	-256	
-357	17	-257	
-357	17	-255	
			-357,18,-258
			-357,19,-258
			-357,20,-258
			-357,20,-257
-357	20	-258	
			-357,22,-257
			-357,22,-255
-357	21	-255	
-357	21	-254	
-357	22	-254	
-357	23	-255	
-357	23	-256	
-357	23	-257	
			-357,18,-260
			-357,19,-260
			-357,21,-260
			-357,22,-260
			-357,23,-260
			-357,23,-261
			-357,23,-262
			-357,23,-263
			-357,22,-264
-357	21	-263	
-357	21	-262	
-357	21	-261	
-357	19	-261	
-357	19	-262	
-357	19	-263	
			-357,19,-264
			-357,20,-264
